belongs_to_collection;genres;id;imdb_id;original_title;overview;poster_path;release_date;runtime;tagline;title;video;vote_average
{'id': 2326, 'name': 'Underworld Collection', 'poster_path': '/aK8qq0X0pZbf5ncE3JLQ27hdC4F.jpg', 'backdrop_path': '/2gSaXagD9ZCuBHOsXF4tvtW7Djd.jpg'};[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}];277;tt0320691;Underworld;Vampires and werewolves have waged a nocturnal war against each other for centuries. But all bets are off when a female vampire warrior named Selene, who's famous for her strength and werewolf-hunting prowess, becomes smitten with a peace-loving male werewolf, Michael, who wants to end the war.;/rdkxl5iXdpVU188cL1LLG3sy6z4.jpg;19/09/2003;121.0;Underworld;Underworld;False;6.6
;[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}];278;tt0111161;The Shawshank Redemption;Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.;/9O7gLzmreU0nGkIB6K3BsJbzvNv.jpg;23/09/1994;142.0;Fear can hold you prisoner. Hope can set you free.;The Shawshank Redemption;False;8.5
;[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10402, 'name': 'Music'}];279;tt0086879;Amadeus;The incredible story of genius musician Wolfgang Amadeus Mozart, told in flashback by his peer and secret rival Antonio Salieri – now confined to an insane asylum.;/flnoqdC38mbaulAeptjynOFO7yi.jpg;26/10/1984;160.0;...Everything you've heard is true;Amadeus;False;7.8
{'id': 528, 'name': 'The Terminator Collection', 'poster_path': '/vxiKtcxAJxHhlg2H1X8y7zcM3k6.jpg', 'backdrop_path': '/cpmbkwSxZnKO69V82A9a34tvk2E.jpg'};[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}];280;tt0103064;Terminator 2: Judgment Day;Nearly 10 years have passed since Sarah Connor was targeted for termination by a cyborg from the future. Now her son, John, the future leader of the resistance, is the target for a newer, more deadly terminator. Once again, the resistance has managed to send a protector back to attempt to save John and his mother Sarah.;/2y4dmgWYRMYXdD1UyJVcn2HSd1D.jpg;01/07/1991;137.0;It's nothing personal.;Terminator 2: Judgment Day;False;7.7
;[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}];281;tt0114558;Strange Days;Set in the year 1999 during the last days of the old millennium, the movie tells the story of Lenny Nero, an ex-cop who now deals with data-discs containing recorded memories and emotions. One day he receives a disc which contains the memories of a murderer killing a prostitute. Lenny investigates and is pulled deeper and deeper in a whirl of blackmail, murder and rape. Will he survive and solve the case?;/rXvy5hG9OeVmgnv9w4IhQxhqEKD.jpg;13/10/1995;145.0;You know you want it.;Strange Days;False;6.8
;[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}];284;tt0053604;The Apartment;Bud Baxter is a minor clerk in a huge New York insurance company, until he discovers a quick way to climb the corporate ladder. He lends out his apartment to the executives as a place to take their mistresses. Although he often has to deal with the aftermath of their visits, one night he's left with a major problem to solve.;/6OH3HlplEGoGjqeqRmWaVBGqbav.jpg;15/06/1960;125.0;Movie-wise, there has never been anything like it - laugh-wise, love-wise, or otherwise-wise!;The Apartment;False;8.1
{'id': 295, 'name': 'Pirates of the Caribbean Collection', 'poster_path': '/zT5UKFhq9nk97VGlBbAxlAK8UFN.jpg', 'backdrop_path': '/cnKAGbX1rDkAquF2V1wVkptHDJO.jpg'};[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}];285;tt0449088;Pirates of the Caribbean: At World's End;Captain Barbossa, long believed to be dead, has come back to life and is headed to the edge of the Earth with Will Turner and Elizabeth Swann. But nothing is quite as it seems.;/bXb00CkHqx7TPchTGG131sWV59y.jpg;19/05/2007;169.0;At the end of the world, the adventure begins.;Pirates of the Caribbean: At World's End;False;6.9
;[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}];287;tt0094812;Bull Durham;"Veteran catcher Crash Davis is brought to the minor league Durham Bulls to help their up and coming pitching prospect, ""Nuke"" Laloosh. Their relationship gets off to a rocky start and is further complicated when baseball groupie Annie Savoy sets her sights on the two men.";/wZwXLiR1cisTXaJiuBLvgkS5HWw.jpg;15/06/1988;108.0;Romance is a lot like baseball. It's not whether you win or lose. It's how you play the game.;Bull Durham;False;6.6
;[{'id': 37, 'name': 'Western'}];288;tt0044706;High Noon;High Noon is about a recently freed leader of a gang of bandits in the desert who is looking to get revenge on the Sheriff who put him in jail. A legendary western film from the Austrian director Fred Zinnemann.;/teFvLNdppclC01dZodBTyaP3lGK.jpg;27/03/1952;85.0;The story of a man who was too proud to run.;High Noon;False;7.6
;[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}];289;tt0034583;Casablanca;In Casablanca, Morocco in December 1941, a cynical American expatriate meets a former lover, with unforeseen complications.;/wOBKAoUJZb5qTsWv5XXvVV2vUzz.jpg;26/11/1942;102.0;They had a date with fate in Casablanca!;Casablanca;False;7.9
;[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}];290;tt0101410;Barton Fink;A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood.;/e0YvBTPwIL6Jb29glF3LE9n8GH2.jpg;01/08/1991;116.0;There's only one thing stranger than what's going on inside his head. What's going on outside.;Barton Fink;False;7.4
;[{'id': 99, 'name': 'Documentary'}];291;tt0389326;Riding Giants;Riding Giants is story about big wave surfers who have become heroes and legends in their sport. Directed by the skateboard guru Stacy Peralta.;/A7QTmd5wzeJKkr2FZCcqsefrku1.jpg;09/07/2004;105.0;;Riding Giants;False;7.6
;[{'id': 35, 'name': 'Comedy'}, {'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}];292;tt0425598;Dave Chappelle's Block Party;The American comedian/actor delivers a story about the alternative Hip Hop scene. A small town Ohio man’s moves to Brooklyn, New York, to throw an unprecedented block party. Filmed with inspiration from the 1973 documentary Wattstax.;/hemHNgWePU3sYwI9LD7INOJWWBQ.jpg;12/09/2005;100.0;;Dave Chappelle's Block Party;False;6.5
;[{'id': 18, 'name': 'Drama'}];293;tt0105265;A River Runs Through It;A River Runs Through is a cinematographically stunning true story of Norman Maclean. The story follows Norman and his brother Paul through the experiences of life and growing up, and how their love of fly fishing keeps them together despite varying life circumstances in the untamed west of Montana in the 1920's.;/xX4H1hZG9IgSRkC0LANbPQ0StJi.jpg;09/10/1992;123.0;The Story of an American Family.;A River Runs Through It;False;7.0
;[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}];294;tt0089015;Desert Hearts;The story of straight-edge literature professor Vivian who travels to Reno to get away from a relationship breakup when she falls in love with an attractive and unconventional girl named Cay.;/vlQBjV04m8Xb6G1LuDYjtm0IB9p.jpg;01/10/1985;96.0;;Desert Hearts;False;6.7
{'id': 528, 'name': 'The Terminator Collection', 'poster_path': '/vxiKtcxAJxHhlg2H1X8y7zcM3k6.jpg', 'backdrop_path': '/cpmbkwSxZnKO69V82A9a34tvk2E.jpg'};[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}];296;tt0181852;Terminator 3: Rise of the Machines;It's been 10 years since John Connor saved Earth from Judgment Day, and he's now living under the radar, steering clear of using anything Skynet can trace. That is, until he encounters T-X, a robotic assassin ordered to finish what T-1000 started. Good thing Connor's former nemesis, the Terminator, is back to aid the now-adult Connor … just like he promised.;/lz4xYdF1n09lyiCfZWtWT44SZiG.jpg;02/07/2003;109.0;The Machines Will Rise.;Terminator 3: Rise of the Machines;False;5.9
;[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}];297;tt0119643;Meet Joe Black;"When the grim reaper comes to collect the soul of megamogul Bill Parrish, he arrives with a proposition: Host him for a ""vacation"" among the living in trade for a few more days of existence. Parrish agrees, and using the pseudonym Joe Black, Death begins taking part in Parrish's daily agenda and falls in love with the man's daughter. Yet when Black's holiday is over, so is Parrish's life.";/nlxPnkZY3vY1iehJriKMQcT6eua.jpg;12/11/1998;178.0;Sooner or later everyone does.;Meet Joe Black;False;6.9
"{'id': 304, 'name': ""Ocean's Collection"", 'poster_path': '/rMWeMGBftk6IxNW5mJVH8ZXAvuq.jpg', 'backdrop_path': '/vxmFb03PyjycekffLqXqFibbCzx.jpg'}";[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}];298;tt0496806;Ocean's Thirteen;Danny Ocean's team of criminals are back and composing a plan more personal than ever. When ruthless casino owner Willy Bank doublecrosses Reuben Tishkoff, causing a heart attack, Danny Ocean vows that he and his team will do anything to bring down Willy Bank along with everything he's got. Even if it means asking for help from an enemy.;/5QTc2a782KkHwz4NntHMDgcp3PX.jpg;07/06/2007;122.0;What are the odds of getting even? 13 to one.;Ocean's Thirteen;False;6.5
;[{'id': 53, 'name': 'Thriller'}, {'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}];299;tt0054135;Ocean's Eleven;Ocean's Eleven is the 'Rat-Pack' comedy about robber Danny Ocean and his gang's attempt to rob the five biggest casinos in Las Vegas.;/lSPXGEp4EpFOPIUg9FKIKF72m50.jpg;17/02/1960;127.0;In any other town they'd be the bad guys...;Ocean's Eleven;False;6.6
;[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}];300;tt0354899;La science des rêves;A man entranced by his dreams and imagination is lovestruck with a French woman and feels he can show her his world.;/8juTRqn5o43mnlVacp1IzZSd11N.jpg;11/02/2006;105.0;Close your eyes. Open your heart.;The Science of Sleep;False;6.8
;[{'id': 37, 'name': 'Western'}];301;tt0053221;Rio Bravo;The sheriff of a small town in southwest Texas must keep custody of a murderer whose brother, a powerful rancher, is trying to help him escape. After a friend is killed trying to muster support for him, he and his deputies - a disgraced drunk and a cantankerous old cripple - must find a way to hold out against the rancher's hired guns until the marshal arrives. In the meantime, matters are complicated by the presence of a young gunslinger - and a mysterious beauty who just came in on the last stagecoach.;/x0XFYNOAPROkYaYG8CeS75BJXxC.jpg;17/03/1959;141.0;They fought back to back...No quarter given...No quarter asked...No way in...No way out...of Rio Bravo;Rio Bravo;False;7.6
;[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}];302;tt0324133;Swimming Pool;In the middle of this amusing thriller is a relationship between two different types of females, one is a well know British author and the other is a sex-crazed French teen. The two get into some relationship trouble while living together in this film of psychological imagery and an erotic exploration of the female body.;/mHV60wGXvvkMR9ebVO5UWvxL716.jpg;18/05/2003;102.0;On the surface, all is calm;Swimming Pool;False;6.5
;[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}];303;tt0038787;Notorious;Released shortly after the war, this classic Hitchcock film illustrates the battle between German Nazis and American spies in Rio de Janeiro where a German businessman keeps a wine cellar with uranium ore.;/pi5YexkEQ9BZIWovB5SyPmjCBjG.jpg;15/08/1946;102.0;Notorious woman of affairs... Adventurous man of the world;Notorious;False;7.8
{'id': 85861, 'name': 'Beverly Hills Cop Collection', 'poster_path': '/fjKbHh7GpTARbiLj0RF7zc5iD0G.jpg', 'backdrop_path': '/lhZQuT76B9YcxZIudXZMhhWCKcl.jpg'};[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}];306;tt0109254;Beverly Hills Cop III;Back in sunny southern California and on the trail of two murderers, Axel Foley again teams up with LA cop Billy Rosewood. Soon, they discover that an amusement park is being used as a front for a massive counterfeiting ring – and it's run by the same gang that shot Billy's boss.;/tw9gAhqQcBFX0X0XfVbWqUsmzoU.jpg;24/05/1994;104.0;;Beverly Hills Cop III;False;5.5
{'id': 256729, 'name': 'War Trilogy', 'poster_path': '/zQh90nJedtEhCTb2z5hRq927iVB.jpg', 'backdrop_path': None};[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}];307;tt0038890;Roma città aperta;Open City is a landmark in film history. Filmed in secrecy during the Nazi occupation of Italy, the film shows a realistic portrayal of the underground resistance in Italy in 1945. The film has strong impacting imagery with it’s mix of fiction and reality that strengthened Italian Neo-realism and the film industry.;/gKI4rq7mt15VkYGJnKnHxEYdhYb.jpg;27/09/1945;100.0;Powerful Portrayal of Dignity and Courage;Rome, Open City;False;7.9
;[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}];308;tt0412019;Broken Flowers;As the devoutly single Don Johnston is dumped by his latest girlfriend, he receives an anonymous pink letter informing him that he has a son who may be looking for him.;/pvtdRUpJE6YjIi8BLEZ7jhEdeN1.jpg;17/05/2005;105.0;Sometimes life brings some strange surprises.;Broken Flowers;False;6.8
;[{'id': 18, 'name': 'Drama'}];309;tt0154420;Festen;"A grandiose party to celebrate a sixtieth birthday unleashes a family drama with all the lies that conceal horrendous secrets. The eldest son, Christian, stages a showdown with the popular pater familias; his provocative, moving after-dinner speech dislodges all the masks, which finally fall completely as the father-son conflict intensifies and the bewildered guests look on.";/b0YDV5j53Y5xRscI14UieetvNLB.jpg;20/05/1998;105.0;;The Celebration;False;7.7
{'id': 124949, 'name': 'Almighty Collection', 'poster_path': '/Abh0z1zf7yYoH8sGLvMIvdNG6gA.jpg', 'backdrop_path': '/qKuR7BpBLTcISNWgxKQmXnYYJFX.jpg'};[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}];310;tt0315327;Bruce Almighty;"Bruce Nolan toils as a ""human interest"" television reporter in Buffalo, N.Y. Despite his high ratings and the love of his beautiful girlfriend, Grace, Bruce remains unfulfilled. At the end of the worst day in his life, he angrily ridicules God -- and the Almighty responds, endowing Bruce with all of His divine powers.";/y5TEe8Qbgn91dwqVm9FqE2PEL4Q.jpg;23/05/2003;101.0;In Bruce we trust;Bruce Almighty;False;6.4
;[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}];311;tt0087843;Once Upon a Time in America;A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.;/fqP3Q7DWMFqW7mh11hWXbNwN9rz.jpg;16/02/1984;229.0;Crime, passion and lust for power - Sergio Leone's explosive saga of gangland America.;Once Upon a Time in America;False;8.3
;[{'id': 18, 'name': 'Drama'}];312;tt0116692;Jenseits der Stille;Beyond Silence is about a family and a young girl’s coming of age story. This German film looks into the lives of the deaf and at a story about the love for music. A girl who has always had to translate speech into sign language for her deaf parents yet when her love for playing music grows strong she must decide to continue doing something she cannot share with her parents.;/cWXaGjslNpbyMNinDmDfAVbyrQI.jpg;18/12/1996;109.0;About life, love and the sound of snow.;Beyond Silence;False;6.5
;[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}];313;tt0448124;Snow Cake;A drama focused on the friendship between a high-functioning autistic woman and a man who is traumatized after a fatal car accident.;/2jd8daNxgHAX9rOdxyrnm6yK8py.jpg;09/02/2006;112.0;;Snow Cake;False;7.3
